IDCustomer,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner,PreferredPaymentMethod
C11196,Dr.,Adalynn,Simpson,1983-08-16,M,F,adalynn.simpson@outlook.com,86691,1,Bachelors,Manual,Y,Credit Card
C11197,Mr.,Declan,Stewart,1990-03-22,S,M,declan.stewart@gmail.com,56636,1,High School,Management,Y,Apple Pay
C11198,Mr.,Grayson,Duncan,1956-03-13,S,M,grayson.duncan@yahoo.com,81221,1,Bachelors,Management,Y,Apple Pay
C11199,Mrs.,Sofia,Shaw,1973-06-25,S,F,sofia.shaw@outlook.com,100375,2,Partial College,Skilled Manual,Y,PayPal
C11200,Mrs.,Connie,Nguyen,1998-06-21,M,F,connie.nguyen@yahoo.com,26767,3,Bachelors,Professional,Y,Apple Pay
C11201,Dr.,Jonathan,Bishop,1982-07-07,M,M,jonathan.bishop@outlook.com,104833,1,Bachelors,Management,Y,Credit Card
C11202,Mr.,Maverick,Elliott,1992-01-05,M,M,maverick.elliott@gmail.com,54420,3,Graduate Degree,Clerical,N,Credit Card
C11203,Ms.,Jasmine,Russell,1982-07-02,M,F,jasmine.russell@gmail.com,71255,0,Partial College,Manual,N,Credit Card
C11204,Mrs.,Brittney,Edwards,1975-02-12,M,F,brittney.edwards@gmail.com,69379,2,Partial College,Professional,N,Credit Card
C11205,Mrs.,Tiffany,Hanson,1956-10-05,S,F,tiffany.hanson@gmail.com,58347,1,Partial College,Skilled Manual,Y,Credit Card
C11206,Mr.,Richard,Stevens,1963-12-03,M,M,richard.stevens@gmail.com,31043,4,Bachelors,Management,Y,Apple Pay
C11207,Mr.,Nicholas,Gardner,1986-10-07,S,M,nicholas.gardner@gmail.com,149039,0,High School,Management,Y,Credit Card
C11208,Ms.,Helen,Ray,1980-04-16,M,F,helen.ray@gmail.com,99012,0,Graduate Degree,Management,Y,Apple Pay
C11209,Ms.,Kayla,Holmes,1977-12-16,S,F,kayla.holmes@gmail.com,52825,2,High School,Skilled Manual,Y,Google Pay
C11210,Mr.,Peter,Goodwin,1969-06-03,M,M,peter.goodwin@hotmail.com,69007,3,Graduate Degree,Professional,N,PayPal
C11211,Mrs.,Alyssa,Chen,1979-05-27,M,F,alyssa.chen@icloud.com,97136,2,Graduate Degree,Management,N,Credit Card
C11212,Mr.,Thomas,CaMpBeLl,1959-06-27,M,M,thomas.campbell@gmail.com,114604,1,Graduate Degree,Management,Y,Apple Pay
C11213,Mrs.,Louise,Dixon,1959-03-15,S,F,louise.dixon@icloud.com,118603,0,Bachelors,Management,N,Credit Card
C11214,Mr.,Sawyer,Allen,1987-05-20,M,M,sawyer.allen@gmail.com,58180,3,Graduate Degree,Clerical,N,Credit Card
C11215,Mrs.,Stephanie,Miller,1967-09-01,M,F,stephanie.miller@outlook.com,120938,3,Bachelors,Professional,Y,Credit Card
C11216,Mr.,Keith,Washington,1997-07-18,S,M,keith.washington@gmail.com,83100,2,Graduate Degree,Skilled Manual,N,Credit Card
C11217,Dr.,Lucille,Gonzalez,1995-08-16,S,F,lucille.gonzalez@live.com,64760,2,High School,Skilled Manual,N,Credit Card
C11218,Dr.,Carolyn,Alvarado,1992-07-09,S,F,carolyn.alvarado@gmail.com,289884,1,Partial College,Professional,N,Credit Card
C11219,Mr.,Stephen,Jenkins,1976-05-19,S,M,stephen.jenkins@gmail.com,38446,1,Bachelors,Manual,Y,Google Pay
C11220,Mr.,Billy,Martinez,1980-11-13,S,M,billy.martinez@gmail.com,84668,1,Bachelors,Manual,N,Credit Card
C11221,Mr.,Hayden,Salazar,1971-06-25,S,M,hayden.salazar@gmail.com,94370,1,Partial College,Clerical,Y,PayPal
C11222,Mrs.,Danielle,Reynolds,1979-11-21,M,F,danielle.reynolds@outlook.com,95696,4,Graduate Degree,Management,Y,Credit Card
C11223,Mr.,Connor,Greene,1991-03-18,S,M,connor.greene@aol.com,76093,0,High School,Skilled Manual,N,Apple Pay
C11224,Ms.,Julie,Morales,1968-09-25,S,F,julie.morales@gmail.com,226240,1,Bachelors,Professional,Y,PayPal
C11225,Mr.,Bryson,Wheeler,1996-04-19,M,M,bryson.wheeler@gmail.com,74647,2,Bachelors,Skilled Manual,Y,Google Pay
C11226,Mrs.,Natalia,Rios,1955-09-25,M,F,natalia.rios@gmail.com,68125,3,Graduate Degree,Professional,N,Credit Card
C11227,Dr.,Ryan,Guerrero,1985-01-07,S,M,ryan.guerrero@gmail.com,69112,0,Bachelors,Clerical,N,PayPal
C11228,Ms.,Molly,Romero,1964-01-23,S,F,molly.romero@gmail.com,70063,0,Bachelors,Professional,Y,Google Pay
C11229,Ms.,Willow,Perkins,1967-07-20,M,F,willow.perkins@gmail.com,74124,4,Partial High School,Skilled Manual,Y,Credit Card
C11230,Mr.,Kenneth,Owens,1977-03-02,M,M,kenneth.owens@protonmail.com,49168,0,Graduate Degree,Clerical,N,Credit Card
C11231,Ms.,Jean,Coleman,2000-09-13,M,F,jean.coleman@gmail.com,41502,4,High School,Management,Y,Credit Card
C11232,Ms.,Janice,Lee,1960-12-08,M,F,janice.lee@gmail.com,51562,0,High School,Clerical,Y,PayPal
C11233,Mr.,Bruce,Barnes,1985-05-03,M,M,bruce.barnes@yahoo.com,64630,0,Partial College,Management,Y,PayPal
C11234,Mr.,Bryan,Sims,1965-01-23,M,M,bryan.sims@gmail.com,141766,3,Graduate Degree,Management,N,Credit Card
C11235,Mr.,Ezekiel,Carroll,1958-08-19,M,M,ezekiel.carroll@icloud.com,75017,3,Bachelors,Management,N,PayPal
C11236,Dr.,Kelsey,Vargas  ,1991-06-20,S,F,kelsey.vargas@gmail.com,27643,2,High School,Professional,Y,Credit Card
C11237,Mr.,Alexander,Wright,1987-02-12,M,M,alexander.wright@gmail.com,41457,0,Partial College,Clerical,Y,Credit Card
C11238,Ms.,Jennifer,Carter,1996-09-04,M,F,jennifer.carter@outlook.com,93669,1,Bachelors,Clerical,Y,Google Pay
C11239,Mrs.,Crystal,Le,1991-12-03,S,F,crystal.le@gmail.com,72079,0,Bachelors,Clerical,N,Credit Card
C11240,Mrs.,Penelope,Hawkins,1988-10-22,S,F,penelope.hawkins@aol.com,81987,0,Partial College,Clerical,Y,PayPal
C11241,Mr.,Paul,George,1967-07-15,S,,paul.george@gmail.com,136745,1,Partial College,Professional,Y,PayPal
C11242,Mrs.,Cheryl,ROBERTS,1960-04-27,M,F,cheryl.roberts@gmail.com,56533,4,High School,Professional,Y,PayPal
C11243,Dr.,Arthur,Dominguez,1966-12-19,M,M,arthur.dominguez@yahoo.com,123353,0,Partial College,Professional,Y,Credit Card
C11244,Mr.,Bentley,Kelly,1987-03-10,S,M,bentley.kelly@gmail.com,139359,1,High School,Management,N,PayPal
C11245,Ms.,Barbara,Woods,1984-02-06,M,F,barbara.woods@gmail.com,33569,4,Bachelors,Management,Y,Credit Card
C11246,Mrs.,Phyllis ,Ford,1989-01-18,S,F,phyllis.ford@gmail.com,90234,0,Partial High School,Professional,Y,Google Pay
C11247,Mrs.,Laura,Dean,1987-07-26,M,F,laura.dean@gmail.com,27799,0,Bachelors,Professional,N,Credit Card
C11248,Mrs.,Andrea,Alexander,1992-08-06,M,F,andrea.alexander@live.com,63806,2,Bachelors,Manual,N,Credit Card
C11249,Mrs.,Wendy,Porter,1964-05-28,M,F,wendy.porter@gmail.com,76855,1,Bachelors,Professional,N,Apple Pay
C11250,Mr.,Felix,Richardson,1978-06-18,M,M,felix.richardson@live.com,71454,4,Partial College,Management,Y,Apple Pay
C11251,Ms.,Shirley,Munoz,1986-01-13,M,F,shirley.munoz@outlook.com,71571,1,Partial College,Skilled Manual,N,Credit Card
C11252,Mr.,Vincent,Hernandez,1992-03-09,M,M,vincent.hernandez@yahoo.com,75362,1,High School,Management,Y,Apple Pay
C11253,Mrs.,Alice,Freeman,1956-03-25,M,F,alice.freeman@gmail.com,98094,2,Bachelors,Management,Y,Google Pay
C11254,Dr.,Wesley,Sandoval,1989-05-16,S,M,wesley.sandoval@gmail.com,81523,2,Partial College,Management,Y,Credit Card
C11255,Mrs.,Bella,Ellis,1988-11-06,S,F,bella.ellis@icloud.com,88940,1,High School,Clerical,Y,Credit Card
C11256,Ms.,Nina,Hill,1956-05-14,S,F,nina.hill@gmail.com,127711,0,Bachelors,Skilled Manual,N,Apple Pay
C11257,Mr.,Philip,Castro,1991-02-24,M,male,philip.castro@protonmail.com,157120,1,Partial High School,Clerical,Y,Credit Card
C11258,Dr.,Jesse,Reed,1958-03-25,M,M,jesse.reed@gmail.com,29237,4,Bachelors,Skilled Manual,Y,Credit Card
C11259,Mr.,Elijah,Ward,1967-09-26,M,,elijah.ward@outlook.com,59958,0,Partial High School,Professional,N,Credit Card
C11260,Mr.,Sean,Reyes,1992-12-10,S,M,sean.reyes@hotmail.com,135165,1,High School,Clerical,Y,PayPal
C11261,Mrs.,Ann,Vazquez,1957-01-07,M,F,ann.vazquez@gmail.com,50461,0,Graduate Degree,Clerical,N,Apple Pay
C11262,Dr.,Bennett,Cruz,1955-06-15,S,M,bennett.cruz@outlook.com,63080,0,Bachelors,Management,Y,Google Pay
C11263,Mrs.,Kristen,Ortiz,1959-03-17,M,F,kristen.ortiz@outlook.com,286314,1,High School,Skilled Manual,Y,Credit Card
C11264,Dr.,Wyatt,Baker,1995-09-09,M,M,wyatt.baker@gmail.com,259339,1,Partial College,Professional,N,Google Pay
C11265,Mrs.,Jenna,Ramos,1994-07-16,S,F,jenna.ramos@icloud.com,41398,2,Bachelors,Clerical,N,Credit Card
C11266,Mr.,Hudson,Cox,1973-10-26,M,M,hudson.cox@hotmail.com,141636,1,Graduate Degree,Clerical,N,Apple Pay
C11267,Mr.,Jordan,Murphy,1973-02-07,S,M,jordan.murphy@outlook.com,99051,2,Bachelors,Skilled Manual,N,Credit Card
C11268,Mr.,Justin,Palmer,1969-03-18,M,M,justin.palmer@gmail.com,96357,2,Partial College,Manual,N,PayPal
C11269,Mrs.,Elena,Jimenez,1984-10-26,M,F,elena.jimenez@gmail.com,88646,2,Bachelors,Professional,N,Credit Card
C11270,Mr.,Kingston,Rice,1980-07-14,S,M,kingston.rice@gmail.com,133736,0,Graduate Degree,Professional,N,Apple Pay
C11271,Dr.,Lauren,Hicks,1990-02-10,M,F,lauren.hicks@yahoo.com,86953,4,Bachelors,Clerical,N,Credit Card
C11272,Dr.,Donald,Black,1981-09-14,S,M,donald.black@gmail.com,64787,1,Bachelors,Professional,Y,Credit Card
C11273,Mr.,Wayne,Herrera,1962-06-08,S,M,wayne.herrera@gmail.com,28868,0,Graduate Degree,Professional,Y,Credit Card
C11274,Mr.,Eli,Garza,1988-07-05,M,M,eli.garza@yahoo.com,105114,0,High School,Manual,Y,PayPal
C11275,Ms.,Chelsea,Grant,1981-12-13,M,F,chelsea.grant@outlook.com,201271,1,Graduate Degree,Management,Y,PayPal
C11276,Mrs.,Tina,  Thomas,1983-07-14,S,F,tina.thomas@gmail.com,53630,0,Bachelors,Professional,N,Credit Card
C11277,Mr.,Spencer,Lewis,1967-04-07,S,M,spencer.lewis@gmail.com,54305,1,Partial High School,Professional,N,Credit Card
C11278,Mr.,Adam,Rogers,1977-11-02,S,M,adam.rogers@outlook.com,128467,2,Graduate Degree,Clerical,Y,Google Pay
C11279,Mrs.,Mariah,Valdez ,1959-05-13,M,F,mariah.valdez@gmail.com,97865,4,High School,Clerical,Y,Credit Card
C11280,Ms.,Ivy,Wilson,1975-11-15,M,F,ivy.wilson@hotmail.com,138391,4,Bachelors,Management,N,PayPal
C11281,Dr.,Kelly,Warren,1973-08-09,S,F,kelly.warren@gmail.com,66359,1,Bachelors,Clerical,Y,Credit Card
C11282,Mr.,Tucker,Ferguson,1995-10-18,M,M,tucker.ferguson@protonmail.com,54415,1,Bachelors,Skilled Manual,Y,PayPal
C11283,Dr.,Lori,Pierce,1960-11-23,S,F,lori.pierce@outlook.com,185311,2,Graduate Degree,Clerical,Y,Credit Card
C11284,Mr.,Xavier,Richards,1997-08-26,M,M,xavier.richards@gmail.com,53727,3,Partial College,Skilled Manual,Y,Credit Card
C11285,Mr.,Gabriel,Gilbert,1958-08-15,M,M,gabriel.gilbert@outlook.com,36847,0,Bachelors,Management,Y,PayPal
C11286,Mr.,Adrian,Carr,1997-06-23,M,M,adrian.carr@gmail.com,86606,3,Bachelors,Management,Y,Credit Card
C11287,Mr.,Milo,Hughes,1999-03-04,S,M,milo.hughes@gmail.com,293586,1,Bachelors,Management,Y,PayPal
C11288,Ms.,Dawn,Jacobs,1971-03-18,M,F,dawn.jacobs@gmail.com,41338,1,Partial College,Skilled Manual,N,Apple Pay
C11289,Mr.,Louis,Burns,1966-12-16,M,M,louis.burns@gmail.com,119543,4,Bachelors,Manual,Y,Google Pay
C11290,Dr.,Joshua,Ruiz,1968-06-18,M,M,joshua.ruiz@gmail.com,91412,4,Bachelors,Professional,N,Apple Pay
C11291,mr,Joe,Price,1964-08-09,M,M,joe.price@gmail.com,94589,1,Bachelors,Manual,Y,Credit Card
C11292,Mr.,Mark,GrEeN,1999-12-13,M,M,mark.green@gmail.com,30285,1,High School,Clerical,N,PayPal
C11293,Mr.,Theodore,Santiago,1968-08-06,M,M,theodore.santiago@icloud.com,143813,3,Graduate Degree,Management,Y,PayPal
C11294,Mr.,Robert ,McDonald,1985-06-01,M,M,robert.mcdonald@hotmail.com,61018,1,Bachelors,Clerical,Y,Credit Card
C11295,Mrs.,Vivian,Mendoza,1994-06-01,S,F,vivian.mendoza@gmail.com,97088,2,Graduate Degree,Skilled Manual,Y,PayPal
C11296,Dr.,Alan,Dunn,1997-10-25,M,M,alan.dunn@gmail.com,145971,3,Partial High School,Clerical,Y,Apple Pay
C11297,Mr.,Greyson,  Scott,1957-11-05,M,M,greyson.scott@gmail.com,91041,2,Bachelors,Management,Y,Credit Card
C11298,Mr.,Willie,Graham,1966-10-02,S,M,willie.graham@gmail.com,93499,0,High School,Skilled Manual,Y,Apple Pay
C11299,Ms.,Bailey,Fox,1964-03-09,S,F,bailey.fox@outlook.com,143204,2,Graduate Degree,Management,Y,Credit Card
C11300,Dr.,Albert,Brown,1964-01-17,M,M,albert.brown@gmail.com,55065,0,Partial High School,Management,N,Credit Card
C11301,Mr.,Marcus,Harper,1985-06-21,M,M,marcus.harper@gmail.com,72108,1,Partial High School,Skilled Manual,Y,Google Pay
C11302,Mrs.,Hazel,McCoy,1974-12-21,S,F,hazel.mccoy@gmail.com,210652,1,Partial High School,Clerical,Y,Credit Card
C11303,Ms.,Audrey,Phillips,1975-06-17,M,F,audrey.phillips@hotmail.com,62743,4,Bachelors,Skilled Manual,Y,Google Pay
C11304,Mrs.,Joyce,Evans,1985-06-22,M,F,joyce.evans@gmail.com,53720,3,Bachelors,Management,Y,Credit Card
C11305,Dr.,Cindy,Larson,1961-12-25,M,F,cindy.larson@outlook.com,92748,2,Graduate Degree,Management,Y,PayPal
C11306,Mr.,Juan,Chavez,1970-08-18,S,M,juan.chavez@yahoo.com,184569,1,Graduate Degree,Clerical,N,Credit Card
C11307,Mrs.,Emma,Myers,1981-04-21,M,F,emma.myers@outlook.com,81565,0,Partial High School,Management,N,PayPal
C11308,Mr.,Kaden,Carlson,1975-06-14,M,M,kaden.carlson1@icloud.com,241521,0,Graduate Degree,Management,Y,Credit Card
C11309,Mr.,Douglas,Peters,1968-07-17,M,M,douglas.peters@aol.com,72848,2,Graduate Degree,Management,Y,Credit Card
C11310,Mrs.,  Olivia,Harrison,1957-07-20,S,F,olivia.harrison@gmail.com,97518,2,High School,Professional,N,Credit Card
C11311,Mr.,Bradley,Austin,1962-02-11,M,M,bradley.austin@outlook.com,89524,1,Bachelors,Management,Y,Credit Card
C11312,Ms.,Leilani,Patterson,2000-08-17,M,F,leilani.patterson@aol.com,37527,4,Bachelors,Skilled Manual,Y,Google Pay
C11313,Mrs.,Nancy,Henry,2000-12-04,M,F,nancy.henry@hotmail.com,197366,2,High School,Unknown,Y,Apple Pay
C11314,Mrs.,Catherine,Jones,1957-07-21,M,F,catherine.jones@outlook.com,70421,1,High School,Clerical,Y,Credit Card
C11315,Dr.,Amanda,Robinson,1955-02-23,S,F,amanda.robinson@yahoo.com,129524,2,Partial College,Clerical,Y,PayPal
C11316,Ms.,Gloria,Romero,1975-10-27,S,F,gloria.romero@gmail.com,29804,1,Bachelors,Professional,Y,Credit Card
C11317,Dr.,Noah,Lawson,1995-07-23,S,M,noah.lawson@live.com,83178,1,Bachelors,Professional,Y,PayPal
C11318,Ms.,Carol,Fisher,1975-02-08,M,F,carol.fisher@gmail.com,97207,0,Bachelors,Manual,Y,Credit Card
C11319,Mr.,Calvin,Robertson,1988-10-28,M,M,calvin.robertson@gmail.com,95140,2,Bachelors,Professional,Y,Credit Card
C11320,Ms.,Avery,Jordan,1973-05-23,S,F,avery.jordan@gmail.com,146795,2,Bachelors,Clerical,Y,Apple Pay
C11321,Mrs.,Isabella,Castillo,1999-12-06,M,F,isabella.castillo@outlook.com,78387,0,Graduate Degree,Manual,Y,Credit Card
C11322,Mr.,Lawrence,Hoffman,1970-02-28,M,M,lawrence.hoffman@yahoo.com,87751,1,Bachelors,Skilled Manual,N,PayPal
C11323,Mr.,Philip,Mitchell,1981-03-13,M,M,philip.mitchell@hotmail.com,40750,4,Graduate Degree,Professional,N,Credit Card
C11324,Mr.,Adrian,Snyder,1993-11-27,M,M,adrian.snyder@yahoo.com,78740,4,Partial College,Management,N,PayPal
C11325,mrs,Alexa,Hansen,1992-12-25,M,F,alexa.hansen@gmail.com,297434,2,Graduate Degree,Management,N,PayPal
C11326,Mr.,Ryker,Wong,1995-03-27,S,M,ryker.wong@gmail.com,132199,2,Partial High School,Professional,N,Credit Card
C11327,Mrs.,Erin,King,1965-12-19,S,F,erin.king@gmail.com,133023,1,High School,Manual,Y,PayPal
C11328,Mr.,Cole,Adams,1955-07-01,M,M,cole.adams@gmail.com,83598,4,Bachelors,Professional,N,PayPal
C11329,Mr.,Lincoln,  Mendez,1967-04-28,S,M,lincoln.mendez@protonmail.com,30951,0,Bachelors,Professional,Y,PayPal
C11330,Mrs.,Everly,Jensen,1989-07-03,M,F,everly.jensen@gmail.com,169243,3,Partial College,Skilled Manual,N,PayPal
C11331,Mr.,Parker,Hudson,1958-03-05,M,M,parker.hudson@outlook.com,79695,4,Partial College,Clerical,Y,PayPal
C11332,Mr.,Joseph,Zimmerman,1990-02-19,M,M,joseph.zimmerman@gmail.com,83071,4,Partial College,Manual,N,Credit Card
C11333,Ms.,Katelyn,Rivera,1968-10-26,S,F,katelyn.rivera@gmail.com,34492,0,High School,Skilled Manual,N,Credit Card
C11334,Ms.,Anna,Hamilton,1978-08-13,M,F,anna.hamilton@gmail.com,45632,4,Partial College,Skilled Manual,N,Credit Card
C11335,Mrs.,Reagan,Gomez,1965-11-08,M,F,reagan.gomez@gmail.com,91044,4,Bachelors,Skilled Manual,Y,Credit Card
C11336,Mrs.,Jamie,Weaver,1974-10-15,M,F,jamie.weaver@gmail.com,83335,0,Partial High School,Professional,Y,Credit Card
C11337,Mrs.,Kylie,ESTRADA,1995-02-16,M,F,kylie.estrada@gmail.com,62255,1,Graduate Degree,Professional,N,Credit Card
C11338,Ms.,Emilia,Morgan,1993-07-13,M,F,emilia.morgan@gmail.com,28260,0,Partial High School,Management,Y,PayPal
C11339,Dr.,Chelsea,Lawrence,1983-12-28,M,F,chelsea.lawrence@gmail.com,137538,4,Partial College,Clerical,Y,Google Pay
C11340,Mr.,KeItH,Simmons,1963-02-15,S,M,keith.simmons@outlook.com,35415,2,High School,Professional,N,Credit Card
C11341,Mrs.,Emery,Oliver,1974-02-12,M,F,emery.oliver@gmail.com,58193,1,Bachelors,Manual,N,Credit Card
C11342,Ms.,Stacy,Long,1983-06-16,M,F,stacy.long@live.com,101596,1,Bachelors,Clerical,Y,Credit Card
C11343,Mrs.,Evelyn,Ramirez,1959-11-10,M,F,evelyn.ramirez@gmail.com,30127,1,Partial College,Professional,N,Credit Card
C11344,Ms.,Tara,Moore,1958-10-18,M,F,tara.moore@outlook.com,39194,0,Partial High School,Management,N,Google Pay
C11345,Ms.,Willow,Newman,1963-12-09,M,F,willow.newman@gmail.com,75024,4,Graduate Degree,Professional,N,Credit Card
C11346,Ms.,Alice,Parker,1970-02-17,M,F,alice.parker@gmail.com,71987,0,Partial High School,Professional,Y,Google Pay
C11347,Mr.,Sean,Martin,1987-12-27,S,M,sean.martin@hotmail.com,97849,2,Partial College,Skilled Manual,Y,Apple Pay
C11348,Ms.,Victoria,Hernandes,1972-12-08,M,F,victoria.hernandes@outlook.com,102446,1,Bachelors,Skilled Manual,Y,Credit Card
C11349,Mrs.,Vivian,Daniels,1988-08-22,M,F,vivian.daniels@gmail.com,40795,4,Bachelors,Management,Y,PayPal
C11350,Mr.,Willie,Rose,1975-06-12,S,M,willie.rose@gmail.com,137789,0,Bachelors,Clerical,Y,Credit Card
C11351,Ms.,Stephanie,Delgado,1979-11-28,S,F,stephanie.delgado@gmail.com,91595,1,Partial College,Skilled Manual,N,Apple Pay
C11352,Ms.,Dawn,Brooks,1973-11-11,M,F,dawn.brooks@hotmail.com,111511,2,Partial High School,Professional,Y,Credit Card
C11353,Ms.,Caroline,Perry,1974-04-26,M,F,caroline.perry@outlook.com,38391,0,Bachelors,Management,Y,Credit Card
C11354,Dr.,marie,Stephens,1986-03-01,M,F,marie.stephens@gmail.com,57758,4,Bachelors,Skilled Manual,Y,Credit Card
C11355,Ms.,Hailey,Griffin,1985-01-08,S,F,hailey.griffin@gmail.com,55917,2,Bachelors,Management,N,PayPal
C11356,Ms.,Charlotte,Bryant,1965-04-01,M,F,charlotte.bryant@gmail.com,50174,4,High School,Management,N,PayPal
C11357,Ms.,Helen,Tran,1965-08-11,M,,helen.tran@gmail.com,285298,3,Partial College,Management,N,Credit Card
C11358,Ms.,Brittany,Johnson,1969-11-22,S,F,brittany.johnson@outlook.com,52549,1,Partial College,Management,Y,Google Pay
C11359,Mr.,Andrew,Richardson,1975-01-23,M,M,andrew.richardson@outlook.com,89942,0,Partial College,Professional,N,Credit Card
C11360,Mrs.,Gabriella,Hughes,1955-06-05,M,F,gabriella.hughes@icloud.com,89888,1,Partial College,Skilled Manual,Y,Credit Card
C11361,Ms.,Kathryn,Aguilar,1995-11-07,M,F,kathryn.aguilar@gmail.com,61838,4,Partial High School,Professional,Y,Credit Card
C11362,Ms.,Tiffany,Singh,1999-11-23,S,F,tiffany.singh@gmail.com,70481,0,Bachelors,Management,Y,Credit Card
C11363,Mr.,Wyatt,Sandoval,1977-08-23,M,M,wyatt.sandoval@hotmail.com,27792,4,Graduate Degree,Skilled Manual,Y,Credit Card
C11364,Mrs.,Lydia,Henry,1961-11-06,M,F,lydia.henry@gmail.com,81589,4,High School,Manual,Y,Credit Card
C11365,Mrs.,Piper,Bryant,1971-08-25,S,F,piper.bryant@gmail.com,97413,2,Bachelors,Professional,Y,Credit Card
C11366,Ms.,Ruby,Miller,1998-10-27,M,F,ruby.miller1@outlook.com,61048,1,Partial High School,Management,N,Credit Card
C11367,Mr.,Roman,Vega,1989-02-18,S,M,roman.vega@gmail.com,76859,0,High School,Skilled Manual,Y,Credit Card
C11368,Mr.,Billy,Gordon,1962-02-21,M,M,billy.gordon@gmail.com,77586,3,Graduate Degree,Professional,Y,Credit Card
C11369,Dr.,Abigail,Willis,1956-08-19,S,F,abigail.willis@icloud.com,28868,0,High School,Skilled Manual,N,PayPal
C11370,Ms.,Kelsey,Sanders,1960-11-05,M,F,kelsey.sanders@gmail.com,74826,2,Partial College,Professional,N,Credit Card
C11371,Mr.,Vincent,Chambers,1981-06-06,S,M,vincent.chambers@gmail.com,126108,1,High School,Management,N,Credit Card
C11372,Mrs.,Nina,Perez,1995-09-05,S,F,nina.perez@gmail.com,179202,1,Graduate Degree,Professional,N,Credit Card
C11373,Ms.,Elizabeth,WiLsOn,1956-07-04,S,F,elizabeth.wilson@gmail.com,60554,1,Bachelors,Clerical,Y,PayPal
C11374,Ms.,Emily,Ortega,1985-01-07,S,F,emily.ortega@gmail.com,54827,2,High School,Clerical,Y,Credit Card
C11375,Mrs.,Natalia,Robinson,1977-12-03,M,F,natalia.robinson@gmail.com,35156,4,Partial College,Professional,Y,PayPal
C11376,Ms.,Bailey,Cox,1980-06-10,S,F,bailey.cox@yahoo.com,128539,2,Bachelors,Skilled Manual,N,Credit Card
C11377,Mr.,Timothy,Mills,1965-03-07,S,M,timothy.mills@gmail.com,132919,1,Graduate Degree,Clerical,Y,Apple Pay
C11378,Ms.,Carol,Jenkins,1984-03-11,S,F,carol.jenkins@gmail.com,186720,0,High School,Clerical,Y,PayPal
C11379,Mr.,Benjamin,Santiago,1983-07-18,M,M,benjamin.santiago@gmail.com,97925,1,Graduate Degree,Management,N,Google Pay
C11380,Mr.,Luke,Carr,1964-11-04,M,M,luke.carr@gmail.com,64347,2,Bachelors,Manual,Y,Credit Card
C11381,Mr.,Weston,Howard,1964-09-18,S,M,weston.howard@gmail.com,41065,1,Partial College,Management,N,PayPal
C11382,Mrs.,Thelma,Lawson,1984-12-03,M,F,thelma.lawson@gmail.com,92059,1,Partial College,Clerical,Y,Apple Pay
C11383,Mrs.,Nora,Bell,1965-10-09,S,F,nora.bell@outlook.com,90219,2,Partial College,Manual,N,Credit Card
C11384,Ms.,Sofia,pOWELL,2000-06-28,S,F,sofia.powell@gmail.com,39050,2,High School,Skilled Manual,Y,Credit Card
C11385,Mrs.,Natalie,King  ,1997-03-14,S,F,natalie.king@gmail.com,90503,2,Partial College,Manual,Y,Credit Card
C11386,Mr.,Caleb,Rios,1958-06-04,S,M,caleb.rios@aol.com,83725,1,High School,Skilled Manual,N,Credit Card
C11387,Ms.,Alexandra,Ferguson,1985-09-07,M,F,alexandra.ferguson@hotmail.com,67794,0,Bachelors,Clerical,N,Credit Card
C11388,Ms.,Sara,Romero,1987-12-18,S,F,sara.romero@gmail.com,57475,0,Graduate Degree,Skilled Manual,N,Credit Card
C11389,Ms.,Eva,Figueroa,1967-09-01,S,F,eva.figueroa@gmail.com,72078,1,Graduate Degree,Manual,N,Credit Card
C11390,Ms.,Kathleen,Parker,1962-04-26,M,F,kathleen.parker@outlook.com,56045,3,Partial College,Professional,N,Credit Card
C11391,Dr.,Savannah,Hayes,1956-04-14,M,F,savannah.hayes@gmail.com,70938,1,Partial College,Professional,Y,Apple Pay
C11392,Mr.,Patrick,Hale,1960-04-16,S,M,patrick.hale@gmail.com,93647,1,Graduate Degree,Professional,Y,Google Pay
C11393,Mrs.,Lois,Crawford,1973-12-16,S,F,lois.crawford@gmail.com,30499,0,Partial College,Professional,N,Credit Card
C11394,Mr.,Kenneth,Burke,1984-10-17,M,M,kenneth.burke@gmail.com,60055,4,Bachelors,Clerical,N,PayPal
C11395,Ms.,Lucille,Wright,1981-02-17,S,F,lucille.wright@gmail.com,59466,2,Graduate Degree,Manual,Y,Google Pay
C11396,Ms.,Nancy,Mason,1964-03-21,M,F,nancy.mason@outlook.com,86115,4,Bachelors,Management,Y,PayPal
C11397,Mr.,Connor,Stewart,1963-10-23,M,M,connor.stewart@yahoo.com,45960,3,Graduate Degree,Clerical,Y,Credit Card
C11398,Mr.,Liam,Brown,1985-10-05,M,M,liam.brown@gmail.com,85956,3,Graduate Degree,Professional,Y,Apple Pay
C11399,Mr.,Dean,Dean,1991-06-19,S,M,dean.dean@gmail.com,36227,0,Partial College,Professional,N,Credit Card
C11400,Misses,Carrie,Wong,1965-01-05,S,F,carrie.wong@outlook.com,89373,0,Partial College,Clerical,Y,Credit Card
C11401,Dr.,Christopher,Dunn,1998-05-20,M,M,christopher.dunn@gmail.com,103613,1,Graduate Degree,Skilled Manual,N,Credit Card
